,customer_id,snapshot,total_order_value,total_orders_placed,historic_avg_order_value,total_discounts,total_orders_returned,unique_products_ordered,total_discount_value,total_returns_value,snapshot_order_value,snapshot_orders_placed,snapshot_avg_order_value,snapshot_total_discounts,snapshot_orders_returned,snapshot_unique_products_ordered,snapshot_discount_value,snapshot_returns_value,customer_age,customer_churned
29,12490.0,2011-10-01,3552.5899999999992,6,592.0983333333332,0,0,103,0.0,0.0,1403.0400000000006,3,467.68000000000023,0,0,47,0.0,0.0,312,0
30,12490.0,2011-12-01,4955.629999999999,9,550.6255555555555,0,0,127,0.0,0.0,462.30000000000007,1,462.30000000000007,0,0,26,0.0,0.0,324,1
31,12504.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
32,12504.0,2011-12-01,114.0,4,28.5,0,2,6,0.0,368.04999999999995,0.0,0,0.0,0,0,0,0.0,0.0,0,1
33,12505.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
34,12505.0,2011-04-01,-4.5,1,-4.5,0,1,1,0.0,4.5,0.0,0,0.0,0,0,0,0.0,0.0,0,1
35,12532.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
36,12532.0,2011-12-01,349.83,1,349.83,0,0,16,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
37,12587.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
38,12596.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
39,12596.0,2011-06-01,269.95000000000005,1,269.95000000000005,0,0,15,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
40,12596.0,2011-12-01,618.2699999999999,2,309.13499999999993,0,0,25,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
41,12623.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
42,12623.0,2011-04-01,305.1000000000001,1,305.1000000000001,0,0,18,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
43,12628.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
44,12628.0,2011-12-01,554.3599999999999,3,184.78666666666663,0,1,26,0.0,16.85,215.25000000000003,1,215.25000000000003,0,0,13,0.0,0.0,60,1
45,12667.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
46,12667.0,2011-12-01,620.13,1,620.13,0,0,33,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
47,12676.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
48,12676.0,2011-04-01,707.4,2,353.7,0,0,17,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
49,12676.0,2011-08-01,828.9499999999999,3,276.31666666666666,0,0,19,0.0,0.0,320.78,2,160.39,0,0,11,0.0,0.0,241,0
50,12676.0,2011-10-01,1149.7299999999998,5,229.94599999999997,0,0,26,0.0,0.0,181.66,1,181.66,0,0,8,0.0,0.0,287,1
51,12676.0,2011-12-01,1331.3900000000003,6,221.8983333333334,0,0,33,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
52,12708.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,481.05999999999995,2,240.52999999999997,0,0,28,0.0,0.0,39,0
53,12708.0,2011-02-01,481.05999999999995,2,240.52999999999997,0,0,28,0.0,0.0,268.40999999999997,2,134.20499999999998,0,1,18,0.0,14.25,95,0
54,12708.0,2011-04-01,749.4700000000001,4,187.36750000000004,0,1,41,0.0,14.25,561.35,3,187.11666666666667,0,1,24,0.0,13.100000000000001,168,0
55,12708.0,2011-06-01,1310.8199999999997,7,187.25999999999996,0,2,54,0.0,27.35,232.23000000000002,3,77.41000000000001,0,2,20,0.0,57.540000000000006,196,0
56,12708.0,2011-08-01,1543.0499999999995,10,154.30499999999995,0,4,66,0.0,84.89000000000001,769.0999999999997,3,256.36666666666656,0,1,37,0.0,2.1,296,0
57,12708.0,2011-10-01,2312.1500000000005,13,177.85769230769236,0,5,81,0.0,86.99000000000001,304.16999999999996,3,101.38999999999999,0,1,20,0.0,9.600000000000001,339,1
58,12708.0,2011-12-01,2616.3200000000015,16,163.5200000000001,0,6,86,0.0,96.59,0.0,0,0.0,0,0,0,0.0,0.0,0,1
59,12714.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
60,12714.0,2011-04-01,968.3000000000004,1,968.3000000000004,0,0,53,0.0,0.0,793.62,1,793.62,0,0,45,0.0,0.0,88,0
61,12714.0,2011-06-01,1761.9199999999998,2,880.9599999999999,0,0,96,0.0,0.0,513.2600000000001,1,513.2600000000001,0,0,24,0.0,0.0,115,0
62,12714.0,2011-08-01,2275.1799999999994,3,758.3933333333331,0,0,116,0.0,0.0,1114.5200000000004,1,1114.5200000000004,0,0,69,0.0,0.0,188,0
63,12714.0,2011-10-01,3389.7000000000003,4,847.4250000000001,0,0,168,0.0,0.0,1319.1600000000003,1,1319.1600000000003,0,0,68,0.0,0.0,285,1
64,12714.0,2011-12-01,4708.859999999998,5,941.7719999999996,0,0,217,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
65,12722.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
66,12722.0,2011-08-01,209.62,3,69.87333333333333,0,2,19,0.0,93.3,694.7099999999999,3,231.56999999999996,0,0,33,0.0,0.0,65,1
67,12722.0,2011-10-01,904.33,6,150.72166666666666,0,2,50,0.0,93.3,0.0,0,0.0,0,0,0,0.0,0.0,0,1
68,12756.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
69,12756.0,2011-10-01,112.07999999999998,1,112.07999999999998,0,0,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
70,12881.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
71,12881.0,2011-04-01,298.0,1,298.0,0,0,7,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
72,12913.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,417.62,1,417.62,0,0,4,0.0,0.0,0,0
73,12913.0,2011-02-01,417.62,1,417.62,0,0,4,0.0,0.0,448.77,2,224.385,0,0,9,0.0,0.0,86,1
74,12913.0,2011-04-01,866.39,3,288.7966666666667,0,0,12,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
75,12913.0,2011-12-01,1948.5300000000004,4,487.1325000000001,0,0,33,0.0,0.0,535.1,1,535.1,0,0,13,0.0,0.0,364,1
76,12930.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
77,12930.0,2011-08-01,215.65999999999997,3,71.88666666666666,0,2,14,0.0,5.9,194.23999999999998,1,194.23999999999998,0,0,11,0.0,0.0,93,1
78,12930.0,2011-10-01,409.9,4,102.475,0,2,20,0.0,5.9,0.0,0,0.0,0,0,0,0.0,0.0,0,1
79,12939.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,1933.2,1,1933.2,0,0,6,0.0,0.0,0,0
80,12939.0,2011-02-01,1933.2,1,1933.2,0,0,6,0.0,0.0,5295.12,2,2647.56,0,0,17,0.0,0.0,61,1
81,12939.0,2011-04-01,7228.32,3,2409.44,0,0,20,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
82,12939.0,2011-08-01,7990.08,4,1997.52,0,0,22,0.0,0.0,1046.04,2,523.02,0,0,6,0.0,0.0,255,0
83,12939.0,2011-10-01,9036.119999999999,6,1506.0199999999998,0,0,24,0.0,0.0,2545.68,2,1272.84,0,0,10,0.0,0.0,270,1
84,12939.0,2011-12-01,11581.8,8,1447.725,0,0,24,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
85,12948.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
86,12948.0,2011-04-01,528.9599999999999,2,264.47999999999996,0,0,33,0.0,0.0,357.30000000000007,1,357.30000000000007,0,0,20,0.0,0.0,50,1
87,12948.0,2011-06-01,886.2599999999999,3,295.41999999999996,0,0,46,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
88,12948.0,2011-10-01,1412.7100000000003,5,282.54200000000003,0,1,64,0.0,11.25,640.9899999999999,3,213.6633333333333,0,0,23,0.0,0.0,248,1
89,12948.0,2011-12-01,2053.7000000000007,8,256.7125000000001,0,1,82,0.0,11.25,0.0,0,0.0,0,0,0,0.0,0.0,0,1
90,12970.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,23.799999999999997,2,11.899999999999999,0,0,8,0.0,0.0,0,1
91,12970.0,2011-02-01,23.799999999999997,2,11.899999999999999,0,0,8,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
92,12987.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
93,12987.0,2011-06-01,304.29999999999995,1,304.29999999999995,0,0,14,0.0,0.0,-13.7,1,-13.7,0,1,2,0.0,13.7,6,0
94,12987.0,2011-08-01,290.59999999999997,2,145.29999999999998,0,1,14,0.0,13.7,254.39999999999998,1,254.39999999999998,0,0,14,0.0,0.0,124,1
95,12987.0,2011-10-01,545.0,3,181.66666666666666,0,1,27,0.0,13.7,0.0,0,0.0,0,0,0,0.0,0.0,0,1
96,13000.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,201.75000000000003,1,201.75000000000003,0,0,11,0.0,0.0,0,0
97,13000.0,2011-02-01,201.75000000000003,1,201.75000000000003,0,0,11,0.0,0.0,256.78000000000003,1,256.78000000000003,0,0,19,0.0,0.0,105,1
98,13000.0,2011-04-01,458.53000000000003,2,229.26500000000001,0,0,29,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
99,13000.0,2011-10-01,534.85,3,178.28333333333333,0,0,30,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
100,13032.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
101,13032.0,2011-10-01,496.2999999999999,1,496.2999999999999,0,0,44,0.0,0.0,500.2200000000001,2,250.11000000000004,0,1,27,0.0,13.66,49,1
102,13032.0,2011-12-01,996.5199999999998,3,332.17333333333323,0,1,55,0.0,13.66,0.0,0,0.0,0,0,0,0.0,0.0,0,1
103,13108.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,350.06,1,350.06,0,0,10,0.0,0.0,0,1
104,13108.0,2011-02-01,350.06,1,350.06,0,0,10,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
105,13130.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
106,13130.0,2011-10-01,64.0,1,64.0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
107,13168.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,632.18,1,632.18,0,0,71,0.0,0.0,0,0
108,13168.0,2011-02-01,632.18,1,632.18,0,0,71,0.0,0.0,209.05000000000007,1,209.05000000000007,0,0,23,0.0,0.0,26,0
109,13168.0,2011-04-01,841.23,2,420.615,0,0,88,0.0,0.0,122.38,2,61.19,0,1,13,0.0,9.05,119,1
110,13168.0,2011-06-01,963.6100000000002,4,240.90250000000006,0,1,94,0.0,9.05,0.0,0,0.0,0,0,0,0.0,0.0,0,1
111,13168.0,2011-12-01,1310.140000000001,5,262.0280000000002,0,1,103,0.0,9.05,0.0,0,0.0,0,0,0,0.0,0.0,0,1
112,13194.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
113,13194.0,2011-08-01,60.7,1,60.7,0,0,3,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
114,13243.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
115,13243.0,2011-06-01,600.0700000000002,1,600.0700000000002,0,0,56,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
116,13259.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
117,13259.0,2011-12-01,292.3199999999998,1,292.3199999999998,0,0,77,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
118,13280.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,699.3599999999999,2,349.67999999999995,0,0,65,0.0,0.0,21,1
119,13280.0,2011-02-01,699.3599999999999,2,349.67999999999995,0,0,65,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
120,13280.0,2011-10-01,814.8599999999999,3,271.61999999999995,0,0,67,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
121,13297.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
122,13297.0,2011-12-01,1766.3299999999995,3,588.7766666666665,0,0,45,0.0,0.0,323.5199999999999,1,323.5199999999999,0,0,10,0.0,0.0,60,1
123,13317.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,238.05,2,119.025,0,0,14,0.0,0.0,0,1
124,13317.0,2011-02-01,238.05,2,119.025,0,0,14,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
125,13317.0,2011-06-01,1275.7700000000004,6,212.62833333333342,0,1,56,0.0,38.21,-82.9,1,-82.9,0,1,7,0.0,82.9,175,1
126,13317.0,2011-08-01,1192.8700000000003,7,170.41000000000005,0,2,57,0.0,121.11000000000001,0.0,0,0.0,0,0,0,0.0,0.0,0,0
127,13317.0,2011-12-01,2140.070000000001,9,237.78555555555567,0,3,102,0.0,133.61,0.0,0,0.0,0,0,0,0.0,0.0,0,1
128,13328.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,1308.48,1,1308.48,0,0,17,0.0,0.0,0,1
129,13328.0,2011-02-01,1308.48,1,1308.48,0,0,17,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
130,13462.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
131,13462.0,2011-06-01,151.5,1,151.5,0,0,9,0.0,0.0,-8.25,1,-8.25,0,1,1,0.0,8.25,69,1
132,13462.0,2011-08-01,143.25,2,71.625,0,1,9,0.0,8.25,0.0,0,0.0,0,0,0,0.0,0.0,0,1
133,13467.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
134,13467.0,2011-12-01,1083.71,2,541.855,0,0,89,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
135,13473.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,236.16000000000005,2,118.08000000000003,0,1,12,0.0,5.1,2,1
136,13473.0,2011-02-01,236.16000000000005,2,118.08000000000003,0,1,12,0.0,5.1,0.0,0,0.0,0,0,0,0.0,0.0,0,1
137,13473.0,2011-12-01,417.5399999999999,3,139.17999999999998,0,1,21,0.0,5.1,0.0,0,0.0,0,0,0,0.0,0.0,0,1
138,13479.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
139,13479.0,2011-06-01,290.99999999999994,3,96.99999999999999,0,1,14,0.0,9.95,0.0,0,0.0,0,0,0,0.0,0.0,0,1
140,13508.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
141,13508.0,2011-06-01,110.97000000000003,1,110.97000000000003,0,0,12,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
142,13514.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
143,13514.0,2011-10-01,152.20000000000002,1,152.20000000000002,0,0,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
144,13518.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
145,13518.0,2011-10-01,659.4399999999999,1,659.4399999999999,0,0,36,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
146,13529.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
147,13529.0,2011-06-01,181.09999999999997,1,181.09999999999997,0,0,7,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
148,13529.0,2011-10-01,307.76,2,153.88,0,0,15,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
149,13531.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,305.45000000000005,1,305.45000000000005,0,0,15,0.0,0.0,0,1
150,13531.0,2011-02-01,305.45000000000005,1,305.45000000000005,0,0,15,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
151,13531.0,2011-06-01,483.8,2,241.9,0,0,17,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
152,13558.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
153,13558.0,2011-12-01,482.3799999999999,3,160.7933333333333,0,0,106,0.0,0.0,122.68,1,122.68,0,0,36,0.0,0.0,63,1
154,13577.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
155,13577.0,2011-06-01,356.75000000000006,1,356.75000000000006,0,0,20,0.0,0.0,465.35,1,465.35,0,0,26,0.0,0.0,93,0
156,13577.0,2011-08-01,822.0999999999998,2,411.0499999999999,0,0,43,0.0,0.0,342.40000000000003,2,171.20000000000002,0,1,21,0.0,29.3,153,0
157,13577.0,2011-10-01,1164.4999999999995,4,291.1249999999999,0,1,50,0.0,29.3,493.80000000000007,1,493.80000000000007,0,0,16,0.0,0.0,216,1
158,13577.0,2011-12-01,1658.299999999999,5,331.6599999999998,0,1,62,0.0,29.3,0.0,0,0.0,0,0,0,0.0,0.0,0,1
159,13655.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
160,13655.0,2011-06-01,383.65,1,383.65,0,0,21,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
161,13655.0,2011-10-01,932.9700000000001,2,466.48500000000007,0,0,52,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
162,13662.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
163,13662.0,2011-04-01,223.95000000000002,2,111.97500000000001,0,1,17,0.0,3.75,298.21000000000004,2,149.10500000000002,0,1,17,0.0,7.03,52,0
164,13662.0,2011-06-01,522.1600000000001,4,130.54000000000002,0,2,33,0.0,10.780000000000001,-7.9,2,-3.95,0,2,2,0.0,7.9,77,0
165,13662.0,2011-08-01,514.2600000000001,6,85.71000000000002,0,4,33,0.0,18.68,364.81999999999994,1,364.81999999999994,0,0,18,0.0,0.0,174,1
166,13662.0,2011-10-01,879.0799999999996,7,125.58285714285708,0,4,50,0.0,18.68,0.0,0,0.0,0,0,0,0.0,0.0,0,1
167,13667.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
168,13667.0,2011-08-01,305.0199999999999,1,305.0199999999999,0,0,82,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
169,13718.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
170,13718.0,2011-04-01,114.05000000000001,1,114.05000000000001,0,0,7,0.0,0.0,192.50000000000003,1,192.50000000000003,0,0,5,0.0,0.0,49,1
171,13718.0,2011-06-01,306.55,2,153.275,0,0,9,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
172,13748.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,204.0,1,204.0,0,0,1,0.0,0.0,0,1
173,13748.0,2011-02-01,204.0,1,204.0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
174,13748.0,2011-06-01,580.85,3,193.61666666666667,0,0,11,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
175,13748.0,2011-10-01,948.25,5,189.65,0,0,24,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
176,13751.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0
177,13751.0,2011-04-01,296.25,1,296.25,0,0,9,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
178,13752.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
179,13752.0,2011-06-01,724.6699999999998,3,241.55666666666662,0,0,51,0.0,0.0,257.46,2,128.73,0,0,7,0.0,0.0,91,0
180,13752.0,2011-08-01,982.13,5,196.426,0,0,57,0.0,0.0,204.15000000000003,1,204.15000000000003,0,0,10,0.0,0.0,122,1
181,13752.0,2011-10-01,1186.28,6,197.71333333333334,0,0,64,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
182,13754.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,155.99999999999997,1,155.99999999999997,0,0,8,0.0,0.0,0,1
183,13754.0,2011-02-01,155.99999999999997,1,155.99999999999997,0,0,8,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
184,13754.0,2011-08-01,282.5999999999999,2,141.29999999999995,0,0,11,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
185,13763.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
186,13763.0,2011-08-01,-25.5,2,-12.75,0,2,2,0.0,25.5,0.0,0,0.0,0,0,0,0.0,0.0,0,0
187,13763.0,2011-12-01,1689.4600000000003,3,563.1533333333334,0,2,17,0.0,25.5,0.0,0,0.0,0,0,0,0.0,0.0,0,1
188,13828.0,2010-12-01,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,1
